state,year,share_inperson,share_virtual,share_hybrid,participation,pass,cts_pass_below,cts_pass_proficient,cts_pass_advanced,unemployment
CO,2019,0.9399293065071106,0.060070671141147614,0,88.33333587646484,0.19149999618530272,0.18483333587646483,20.125,0.014249999523162842,3.1500000000000004
CO,2019,0,0.5759717226028442,0.42402827739715576,95.30000305175781,0.13633333206176756,0.2716666603088379,NA,NA,3.1500000000000004
CO,2019,0.8586572408676147,0.14134275913238525,0,98.46666717529297,0.16333333969116212,0.27149999618530274,14.800000190734863,0.015333333015441895,3.1500000000000004
CO,2019,0,0.27561837434768677,0.7243816256523132,96.30000305175781,0.279333324432373,0.17783332824707032,24.28333282470703,0.03650000095367432,3.1500000000000004
CO,2019,0.8586572408676147,0.060070671141147614,0.08127208799123764,99.19999694824219,0.24266666412353516,0.1678333282470703,26.299999237060547,0.06599999904632568,3.1500000000000004
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,97.383331298828125,0.4583333206176758,0.13225000381469726,42.57500076293945,0.07525000095367432,3.1500000000000004
CO,2019,0.8586572408676147,0.060070671141147614,0.08127208799123764,99.01667022705078,0.3836666488647461,0.11116666793823242,37.95000076293945,0.11050000190734863,3.1500000000000004
CO,2019,0.8586572408676147,0.14134275913238525,0,97.66666412353516,0.2670000076293945,0.2066666603088379,24.066667556762695,0.025999999046325682,3.1500000000000004
CO,2019,0.9399293065071106,0.060070671141147614,0,88.01667022705078,0.27649999618530274,0.17633333206176757,25.16666603088379,0.024833333492279053,3.1500000000000004
CO,2019,0,0.5759717226028442,0.42402827739715576,94.866668701171875,0.21233333587646486,0.2560000038146973,20.399999618530273,0.02066666603088379,3.1500000000000004
CO,2019,0,0.27561837434768677,0.7243816256523132,96.43333435058594,0.3811666488647461,0.14666666984558105,32.79999923706055,0.053499999046325686,3.1500000000000004
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,97.66666412353516,0.3621666717529297,0.07849999904632568,28.100000381469727,0.09550000190734863,3.1500000000000004
CO,2019,0.21554769575595856,0.46643108129501343,0.3180212080478668,97.03333282470703,0.4463333511352539,0.1318333339691162,35.18333435058594,0.09433333396911621,3.1500000000000004
CO,2019,0.21554769575595856,0.46643108129501343,0.3180212080478668,97.08333587646484,0.3503333282470703,0.15466666221618652,29.549999237060547,0.05483333110809326,3.1500000000000004
CO,2019,0.6431095600128174,0.08127208799123764,0.27561837434768677,98.96666717529297,0.35450000762939454,0.14883333206176758,29.700000762939453,0.057333331108093265,3.733333333333334
CO,2019,1,0,0,100,0.2953333282470703,0.13800000190734862,NA,NA,3.733333333333334
CO,2019,0.6431095600128174,0.08127208799123764,0.27561837434768677,99.08333587646484,0.24066667556762694,0.1766666603088379,21.96666717529297,0.05033333301544189,3.733333333333334
CO,2019,1,0,0,100,0.566500015258789,NA,40.025001525878906,0.16149999618530272,3.733333333333334
CO,2019,1,0,0,100,0.23299999237060548,0.2,NA,NA,2.9250000000000003
CO,2019,1,0,0,100,0.15,0.28299999237060547,NA,NA,2.9250000000000003
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,90.21666717529297,0.5070000076293946,0.11266666412353515,40.016666412353516,0.1068333339691162,2.9250000000000003
CO,2019,1,0,0,40.83333206176758,0.2625,0.16183332443237305,24.049999237060547,0.05400000095367432,2.9250000000000003
CO,2019,0,0.5759717226028442,0.42402827739715576,98.33333587646484,0.18233333587646483,0.2821666717529297,16.5,0.017166666984558106,2.9250000000000003
CO,2019,0.32508835196495056,0.060070671141147614,0.6148409843444824,94.883331298828125,0.6415000152587891,0.060999999046325686,45.58333206176758,0.18600000381469728,2.9250000000000003
CO,2019,0.32508835196495056,0.060070671141147614,0.6148409843444824,95.06666564941406,0.5273333358764648,0.06916666507720948,42.31666564941406,0.10399999618530273,2.9250000000000003
CO,2019,1,0,0,41.33333206176758,0.37599998474121094,0.15350000381469728,27.549999237060547,0.0875,2.9250000000000003
CO,2019,0.8586572408676147,0.14134275913238525,0,95.80000305175781,0.3246666717529297,0.21683332443237305,36.83333206176758,0.05666666507720947,2.9250000000000003
CO,2019,0.10954063385725021,0.25088340044021606,0.6395759582519531,97.0999984741211,0.08733333587646484,0.3516666793823242,NA,NA,2.9250000000000003
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,90.366668701171875,0.4325,0.11483333587646484,35.29999923706055,0.07933333396911621,2.9250000000000003
CO,2019,0,0.5759717226028442,0.42402827739715576,98.26667022705078,0.2646666717529297,0.2628333282470703,22.616666793823242,0.038499999046325686,2.9250000000000003
CO,2019,0.10954063385725021,0.25088340044021606,0.6395759582519531,95.98332977294922,0.17733333587646485,0.29416666030883787,NA,NA,2.9250000000000003
CO,2019,0.8586572408676147,0.14134275913238525,0,96.18333435058594,0.23116666793823243,0.2016666603088379,29.350000381469727,0.03950000047683716,2.9250000000000003
CO,2019,0,0.060070671141147614,0.9399293065071106,90.1500015258789,0.27183332443237307,0.16399999618530273,25.625,0.03825000047683716,3.2583333333333333
CO,2019,0,0.060070671141147614,0.9399293065071106,90.25,0.35700000762939454,0.18549999237060547,28.524999618530273,0.09050000190734864,3.2583333333333333
CO,2019,1,0,0,100,0.529000015258789,NA,NA,NA,1.7833333333333332
CO,2019,1,0,0,97.91999816894531,0.25,0.11466666221618653,NA,NA,1.7833333333333332
CO,2019,1,0,0,97.91999816894531,0.28424999237060544,0.17066667556762696,NA,NA,1.7833333333333332
CO,2019,0.8091872930526733,0,0.19081272184848785,97.779998779296875,0.52125,NA,42.599998474121094,0.14733333587646485,2.9666666666666672
CO,2019,1,0,0,94.366668701171875,0.20850000381469727,0.26733333587646485,NA,NA,2.9666666666666672
CO,2019,1,0,0,94.43333435058594,0.3306666564941406,0.27149999618530274,14.949999809265137,0.0325,2.9666666666666672
CO,2019,0.8091872930526733,0,0.19081272184848785,97.779998779296875,0.545,NA,NA,NA,2.9666666666666672
CO,2019,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.66666412353516,0.3996666717529297,0.11949999809265137,33.06666564941406,0.06900000095367431,2.5666666666666664
CO,2019,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.9000015258789,0.49450000762939456,0.1175,38.36666488647461,0.11100000381469727,2.5666666666666664
CO,2019,0,0.46643108129501343,0.5335689187049866,91.66666412353516,0.500999984741211,0.09116666793823242,40.150001525878906,0.09949999809265136,2.5666666666666664
CO,2019,0,0.46643108129501343,0.5335689187049866,91.133331298828125,0.6104999923706055,0.07866666793823242,46.70000076293945,0.14333333015441896,2.5666666666666664
CO,2019,1,0,0,99.116668701171875,0.5076666641235351,0.07074999809265137,50.775001525878906,0.06125,2.466666666666667
CO,2019,1,0,0,95.46666717529297,0.39433334350585936,0.11833333015441895,32.46666717529297,0.10933333396911621,2.466666666666667
CO,2019,1,0,0,95.46666717529297,0.2825,0.1658333396911621,37.900001525878906,0.045999999046325686,2.466666666666667
CO,2019,1,0,0,99.116668701171875,0.5793333435058594,0.06125,47.275001525878906,0.16799999237060548,2.466666666666667
CO,2019,0.7844523191452026,0.21554769575595856,0,97.883331298828125,0.30766666412353516,0.12625,40.70000076293945,0.09300000190734864,2.7083333333333335
CO,2019,0.7844523191452026,0.21554769575595856,0,96.883331298828125,0.3625,0.13725000381469726,21.299999237060547,0.085,2.7083333333333335
CO,2019,0.9187279343605042,0,0.08127208799123764,100,0.504000015258789,0.10699999809265137,35.70000076293945,0.10699999809265137,3.9499999999999993
